data;indice;valor
2013-10-31;INDX;12428.00
2013-10-31;UTIL;2760.00
2013-11-01;ICON;2409.00
2013-11-01;IFNC;4516.00
2013-11-01;IMAT;1937.00
2013-11-01;IMOB;739.00
2013-11-01;INDX;12471.00
2013-11-01;UTIL;2754.00
2013-11-04;ICON;2414.00
2013-11-04;IFNC;4555.00
2013-11-04;IMAT;1933.00
2013-11-04;IMOB;744.00
2013-11-04;INDX;12437.00
2013-11-04;UTIL;2757.00
2013-11-05;ICON;2404.00
2013-11-05;IFNC;4483.00
2013-11-05;IMAT;1922.00
2013-11-05;IMOB;726.00
2013-11-05;INDX;12400.00
2013-11-05;UTIL;2744.00
2013-11-06;ICON;2405.00
2013-11-06;IFNC;4434.00
2013-11-06;IMAT;1926.00
2013-11-06;IMOB;704.00
2013-11-06;INDX;12392.00
2013-11-06;UTIL;2712.00
2013-11-07;ICON;2401.00
2013-11-07;IFNC;4400.00
2013-11-07;IMAT;1917.00
2013-11-07;IMOB;701.00
2013-11-07;INDX;12413.00
2013-11-07;UTIL;2663.00
2013-11-08;ICON;2410.00
2013-11-08;IFNC;4303.00
2013-11-08;IMAT;1924.00
2013-11-08;IMOB;689.00
2013-11-08;INDX;12480.00
2013-11-08;UTIL;2635.00
2013-11-11;ICON;2411.00
2013-11-11;IFNC;4308.00
2013-11-11;IMAT;1935.00
2013-11-11;IMOB;700.00
2013-11-11;INDX;12510.00
2013-11-11;UTIL;2645.00
2013-11-12;ICON;2389.00
2013-11-12;IFNC;4257.00
2013-11-12;IMAT;1904.00
2013-11-12;IMOB;693.00
2013-11-12;INDX;12389.00
2013-11-12;UTIL;2647.00
2013-11-13;ICON;2385.00
2013-11-13;IFNC;4307.00
2013-11-13;IMAT;1904.00
2013-11-13;IMOB;710.00
2013-11-13;INDX;12422.00
2013-11-13;UTIL;2661.00
2013-11-14;ICON;2441.00
2013-11-14;IFNC;4389.00
2013-11-14;IMAT;1942.00
2013-11-14;IMOB;731.00
2013-11-14;INDX;12630.00
2013-11-14;UTIL;2733.00
2013-11-18;ICON;2452.00
2013-11-18;IFNC;4419.00
2013-11-18;IMAT;1977.00
2013-11-18;IMOB;730.00
2013-11-18;INDX;12731.00
2013-11-18;UTIL;2759.00
2013-11-19;ICON;2419.00
2013-11-19;IFNC;4309.00
2013-11-19;IMAT;1938.00
2013-11-19;IMOB;707.00
2013-11-19;INDX;12511.00
2013-11-19;UTIL;2700.00
2013-11-21;ICON;2410.00
2013-11-21;IFNC;4278.00
2013-11-21;IMAT;1929.00
2013-11-21;IMOB;709.00
2013-11-21;INDX;12468.00
2013-11-21;UTIL;2693.00
2013-11-22;ICON;2425.00
2013-11-22;IFNC;4245.00
2013-11-22;IMAT;1929.00
2013-11-22;IMOB;714.00
2013-11-22;INDX;12487.00
2013-11-22;UTIL;2700.00
2013-11-25;ICON;2408.00
2013-11-25;IFNC;4197.00
2013-11-25;IMAT;1895.00
2013-11-25;IMOB;706.00
2013-11-25;INDX;12385.00
2013-11-25;UTIL;2716.00
2013-11-26;ICON;2421.00
2013-11-26;IFNC;4222.00
2013-11-26;IMAT;1868.00
2013-11-26;IMOB;704.00
2013-11-26;INDX;12376.00
2013-11-26;UTIL;2698.00
2013-11-27;ICON;2423.00
2013-11-27;IFNC;4286.00
2013-11-27;IMAT;1894.00
2013-11-27;IMOB;701.00
2013-11-27;INDX;12442.00
2013-11-27;UTIL;2705.00
2013-11-28;ICON;2418.00
2013-11-28;IFNC;4283.00
2013-11-28;IMAT;1908.00
2013-11-28;IMOB;706.00
2013-11-28;INDX;12433.00
2013-11-28;UTIL;2692.00
2013-11-29;ICON;2437.00
2013-11-29;IFNC;4323.00
2013-11-29;IMAT;1923.00
2013-11-29;IMOB;709.00
2013-11-29;INDX;12521.00
2013-11-29;UTIL;2724.00
2013-12-02;ICON;2415.00
2013-12-02;IFNC;4240.00
2013-12-02;IMAT;1921.00
2013-12-02;IMOB;696.00
2013-12-02;INDX;12455.00
2013-12-02;UTIL;2690.00
2013-12-03;ICON;2374.00
2013-12-03;IFNC;4148.00
2013-12-03;IMAT;1895.00
2013-12-03;IMOB;678.00
2013-12-03;INDX;12262.00
2013-12-03;UTIL;2648.00
2013-12-04;ICON;2333.00
2013-12-04;IFNC;4105.00
2013-12-04;IMAT;1898.00
2013-12-04;IMOB;676.00
2013-12-04;INDX;12072.00
2013-12-04;UTIL;2622.00
2013-12-05;ICON;2358.00
2013-12-05;IFNC;4092.00
2013-12-05;IMAT;1950.00
2013-12-05;IMOB;683.00
2013-12-05;INDX;12244.00
2013-12-05;UTIL;2632.00
2013-12-06;ICON;2351.00
2013-12-06;IFNC;4126.00
2013-12-06;IMAT;1948.00
2013-12-06;IMOB;683.00
2013-12-06;INDX;12205.00
2013-12-06;UTIL;2653.00
2013-12-09;ICON;2370.00
2013-12-09;IFNC;4129.00
2013-12-09;IMAT;1959.00
2013-12-09;IMOB;689.00
2013-12-09;INDX;12345.00
2013-12-09;UTIL;2657.00
2013-12-10;ICON;2363.00
2013-12-10;IFNC;4097.00
2013-12-10;IMAT;1954.00
2013-12-10;IMOB;684.00
2013-12-10;INDX;12297.00
2013-12-10;UTIL;2644.00
2013-12-11;ICON;2349.00
2013-12-11;IFNC;4008.00
2013-12-11;IMAT;1927.00
2013-12-11;IMOB;678.00
2013-12-11;INDX;12215.00
2013-12-11;UTIL;2608.00
2013-12-12;ICON;2329.00
2013-12-12;IFNC;4046.00
2013-12-12;IMAT;1913.00
2013-12-12;IMOB;677.00
2013-12-12;INDX;12121.00
2013-12-12;UTIL;2620.00
2013-12-13;ICON;2321.00
2013-12-13;IFNC;4052.00
2013-12-13;IMAT;1908.00
2013-12-13;IMOB;668.00
2013-12-13;INDX;12063.00
2013-12-13;UTIL;2617.00
2013-12-16;ICON;2327.00
2013-12-16;IFNC;4057.00
2013-12-16;IMAT;1908.00
2013-12-16;IMOB;670.00
2013-12-16;INDX;12094.00
2013-12-16;UTIL;2606.00
2013-12-17;ICON;2322.00
2013-12-17;IFNC;4060.00
2013-12-17;IMAT;1915.00
2013-12-17;IMOB;669.00
2013-12-17;INDX;12119.00
2013-12-17;UTIL;2615.00
2013-12-18;ICON;2329.00
2013-12-18;IFNC;4071.00
2013-12-18;IMAT;1958.00
2013-12-18;IMOB;672.00
2013-12-18;INDX;12231.00
2013-12-18;UTIL;2620.00
2013-12-19;ICON;2359.00
2013-12-19;IFNC;4129.00
2013-12-19;IMAT;2009.00
2013-12-19;IMOB;681.00
2013-12-19;INDX;12423.00
2013-12-19;UTIL;2652.00
2013-12-20;ICON;2363.00
2013-12-20;IFNC;4097.00
2013-12-20;IMAT;1991.00
2013-12-20;IMOB;675.00
2013-12-20;INDX;12428.00
2013-12-20;UTIL;2673.00
2013-12-23;ICON;2377.00
2013-12-23;IFNC;4108.00
2013-12-23;IMAT;2007.00
2013-12-23;IMOB;674.00
2013-12-23;INDX;12455.00
2013-12-23;UTIL;2674.00
2013-12-26;ICON;2365.00
2013-12-27;ICON;2376.00
2013-12-30;ICON;2395.00
2014-01-02;ICON;2367.00
2014-01-03;ICON;2341.00
2014-01-06;ICON;2330.00
2014-01-07;ICON;2341.00
2014-01-07;IFNC;4052.00
2014-01-07;IMAT;1949.00
2014-01-07;IMOB;661.00
2014-01-07;INDX;12322.00
2014-01-07;UTIL;2617.00
2014-01-08;ICON;2334.00
2014-01-09;ICON;2284.00
2014-01-10;ICON;2284.00
2014-01-10;IFNC;3995.00
2014-01-10;IMAT;1932.00
2014-01-10;IMOB;654.00
2014-01-10;INDX;12071.00
2014-01-10;UTIL;2574.00
2014-01-13;ICON;2281.00
2014-01-13;IFNC;3982.00
2014-01-13;IMAT;1912.00
2014-01-13;IMOB;659.00
2014-01-13;INDX;12056.00
2014-01-13;UTIL;2539.00
2014-01-14;ICON;2301.00
2014-01-14;IFNC;4028.00
2014-01-14;IMAT;1897.00
2014-01-14;IMOB;663.00
2014-01-14;INDX;12122.00
2014-01-14;UTIL;2564.00
2014-01-15;ICON;2307.00
2014-01-15;IFNC;4040.00
2014-01-15;IMAT;1924.00
2014-01-15;IMOB;668.00
2014-01-15;INDX;12200.00
2014-01-15;UTIL;2570.00
2014-01-16;ICON;2277.00
2014-01-16;IFNC;4001.00
2014-01-16;IMAT;1926.00
2014-01-16;IMOB;663.00
2014-01-16;INDX;12091.00
2014-01-16;UTIL;2567.00
2014-01-17;ICON;2255.00
2014-01-17;IFNC;3948.00
2014-01-17;IMAT;1906.00
2014-01-17;IMOB;657.00
2014-01-17;INDX;11969.00
2014-01-17;UTIL;2561.00
2014-01-20;ICON;2247.00
2014-01-20;IFNC;3926.00
2014-01-20;IMAT;1881.00
2014-01-20;IMOB;654.00
2014-01-20;INDX;11898.00
2014-01-20;UTIL;2535.00
2014-01-21;ICON;2246.00
2014-01-21;IFNC;3933.00
2014-01-21;IMAT;1831.00
2014-01-21;IMOB;650.00
2014-01-21;INDX;11803.00
2014-01-21;UTIL;2546.00
2014-01-22;ICON;2281.00
2014-01-22;IFNC;3961.00
2014-01-22;IMAT;1846.00
2014-01-22;IMOB;664.00
2014-01-22;INDX;11969.00
2014-01-22;UTIL;2582.00
2014-01-23;ICON;2242.00
2014-01-23;IFNC;3875.00
2014-01-23;IMAT;1815.00
2014-01-23;IMOB;654.00
2014-01-23;INDX;11761.00
2014-01-23;UTIL;2543.00
2014-01-24;ICON;2220.00
2014-01-24;IFNC;3822.00
2014-01-24;IMAT;1817.00
2014-01-24;IMOB;640.00
2014-01-24;INDX;11688.00
2014-01-24;UTIL;2516.00
2014-01-27;ICON;2213.00
2014-01-27;IFNC;3846.00
2014-01-27;IMAT;1797.00
2014-01-27;IMOB;640.00
2014-01-27;INDX;11576.00
2014-01-27;UTIL;2496.00
2014-01-28;ICON;2216.00
2014-01-28;IFNC;3848.00
2014-01-28;IMAT;1805.00
2014-01-28;IMOB;638.00
2014-01-28;INDX;11589.00
2014-01-28;UTIL;2504.00
2014-01-29;ICON;2197.00
2014-01-29;IFNC;3777.00
2014-01-29;IMAT;1840.00
2014-01-29;IMOB;624.00
2014-01-29;INDX;11580.00
2014-01-29;UTIL;2479.00
2014-01-30;ICON;2185.00
2014-01-30;IFNC;3761.00
2014-01-30;IMAT;1814.00
2014-01-30;IMOB;619.00
2014-01-30;INDX;11452.00
2014-01-30;UTIL;2478.00
2014-01-31;ICON;2194.00
2014-01-31;IFNC;3824.00
2014-01-31;IMAT;1826.00
2014-01-31;IMOB;613.00
2014-01-31;INDX;11499.00
2014-01-31;UTIL;2513.00
2014-02-03;ICON;2129.00
2014-02-03;IFNC;3726.00
2014-02-03;IMAT;1766.00
2014-02-03;IMOB;594.00
2014-02-03;INDX;11122.00
2014-02-03;UTIL;2454.00
2014-02-04;ICON;2153.00
2014-02-04;IFNC;3834.00
2014-02-04;IMAT;1783.00
2014-02-04;IMOB;607.00
2014-02-04;INDX;11216.00
2014-02-04;UTIL;2444.00
2014-02-05;ICON;2132.00
2014-02-05;IFNC;3824.00
2014-02-05;IMAT;1763.00
2014-02-05;IMOB;607.00
2014-02-05;INDX;11063.00
2014-02-05;UTIL;2393.00
2014-02-06;ICON;2173.00
2014-02-06;IFNC;3929.00
2014-02-06;IMAT;1806.00
2014-02-06;IMOB;614.00
2014-02-06;INDX;11322.00
2014-02-06;UTIL;2454.00
2014-02-07;ICON;2197.00
2014-02-07;IFNC;3936.00
2014-02-07;IMAT;1827.00
2014-02-07;IMOB;623.00
2014-02-07;INDX;11451.00
2014-02-07;UTIL;2454.00
2014-02-10;ICON;2171.00
2014-02-11;ICON;2194.00
2014-02-12;ICON;2176.00
2014-02-13;ICON;2176.00
2014-02-14;ICON;2197.00
2014-02-17;ICON;2171.00
2014-02-18;ICON;2125.00
2014-02-19;ICON;2140.00
2014-02-20;ICON;2160.00
2014-02-21;ICON;2163.00
2014-02-21;IFNC;3947.00
2014-02-21;IMAT;1725.00
2014-02-21;IMOB;627.00
2014-02-21;INDX;11091.00
2014-02-21;UTIL;2371.00
2014-02-24;ICON;2171.00
2014-02-24;IFNC;3961.00
2014-02-24;IMAT;1712.00
2014-02-24;IMOB;629.00
2014-02-24;INDX;11097.00
2014-02-24;UTIL;2368.00
2014-02-25;ICON;2168.00
2014-02-25;IFNC;3920.00
2014-02-25;IMAT;1673.00
2014-02-25;IMOB;618.00
2014-02-25;INDX;10993.00
2014-02-25;UTIL;2337.00
2014-02-26;ICON;2186.00
2014-02-26;IFNC;3896.00
2014-02-26;IMAT;1665.00
2014-02-26;IMOB;617.00
2014-02-26;INDX;11038.00
2014-02-26;UTIL;2343.00
2014-02-27;ICON;2219.00
2014-02-27;IFNC;3983.00
2014-02-27;IMAT;1683.00
2014-02-27;IMOB;639.00
2014-02-27;INDX;11220.00
2014-02-27;UTIL;2403.00
2014-02-28;ICON;2228.00
2014-02-28;IFNC;3970.00
2014-02-28;IMAT;1644.00
2014-02-28;IMOB;631.00
2014-02-28;INDX;11164.00
2014-02-28;UTIL;2390.00
2014-03-05;ICON;2241.00
2014-03-05;IFNC;3946.00
2014-03-05;IMAT;1614.00
2014-03-05;IMOB;628.00
2014-03-05;INDX;11177.00
2014-03-05;UTIL;2366.00
2014-03-06;ICON;2246.00
2014-03-07;ICON;2225.00
2014-03-10;ICON;2210.00
2014-03-11;ICON;2224.00
2014-03-12;ICON;2220.00
2014-03-13;ICON;2212.00
2014-03-14;ICON;2198.00
2014-03-17;ICON;2214.00
2014-03-18;ICON;2256.00
2014-03-19;ICON;2253.00
2014-03-19;IFNC;4012.00
2014-03-19;IMAT;1586.00
2014-03-19;IMOB;614.00
2014-03-19;INDX;11124.00
2014-03-19;UTIL;2398.00
2014-03-20;ICON;2267.00
2014-03-20;IFNC;4089.00
2014-03-20;IMAT;1589.00
2014-03-20;IMOB;618.00
2014-03-20;INDX;11152.00
2014-03-20;UTIL;2418.00
2014-03-21;ICON;2260.00
2014-03-21;IFNC;4074.00
2014-03-21;IMAT;1609.00
2014-03-21;IMOB;621.00
2014-03-21;INDX;11181.00
2014-03-21;UTIL;2437.00
2014-03-24;ICON;2276.00
2014-03-24;IFNC;4160.00
2014-03-24;IMAT;1616.00
2014-03-24;IMOB;625.00
2014-03-24;INDX;11231.00
2014-03-24;UTIL;2450.00
2014-03-25;ICON;2272.00
2014-03-25;IFNC;4178.00
2014-03-25;IMAT;1624.00
2014-03-25;IMOB;626.00
2014-03-25;INDX;11221.00
2014-03-25;UTIL;2471.00
2014-03-26;ICON;2256.00
2014-03-26;IFNC;4204.00
2014-03-26;IMAT;1600.00
2014-03-26;IMOB;620.00
2014-03-26;INDX;11130.00
2014-03-26;UTIL;2465.00
2014-03-27;ICON;2319.00
2014-03-27;IFNC;4327.00
2014-03-27;IMAT;1641.00
2014-03-27;IMOB;640.00
2014-03-27;INDX;11451.00
2014-03-27;UTIL;2563.00
2014-03-28;ICON;2319.00
2014-03-28;IFNC;4320.00
2014-03-28;IMAT;1637.00
2014-03-28;IMOB;652.00
2014-03-28;INDX;11395.00
2014-03-28;UTIL;2578.00
2014-03-31;ICON;2336.00
2014-03-31;IFNC;4412.00
2014-03-31;IMAT;1645.00
2014-03-31;IMOB;667.00
2014-03-31;INDX;11450.00
2014-03-31;UTIL;2602.00
2014-04-01;ICON;2330.00
2014-04-01;IFNC;4421.00
2014-04-01;IMAT;1624.00
2014-04-01;IMOB;661.00
2014-04-01;INDX;11391.00
2014-04-01;UTIL;2586.00
2014-04-02;ICON;2370.00
2014-04-02;IFNC;4541.00
2014-04-02;IMAT;1665.00
2014-04-02;IMOB;676.00
2014-04-02;INDX;11591.00
2014-04-02;UTIL;2655.00
2014-04-03;ICON;2364.00
2014-04-03;IFNC;4507.00
2014-04-03;IMAT;1662.00
2014-04-03;IMOB;663.00
2014-04-03;INDX;11533.00
2014-04-03;UTIL;2642.00
2014-04-04;ICON;2357.00
2014-04-04;IFNC;4463.00
2014-04-04;IMAT;1651.00
2014-04-04;IMOB;663.00
2014-04-04;INDX;11451.00
2014-04-04;UTIL;2633.00
2014-04-07;ICON;2375.00
2014-04-07;IFNC;4593.00
2014-04-07;IMAT;1655.00
2014-04-07;IMOB;667.00
2014-04-07;INDX;11468.00
2014-04-07;UTIL;2639.00
2014-04-08;ICON;2372.00
2014-04-08;IFNC;4512.00
2014-04-08;IMAT;1629.00
2014-04-08;IMOB;672.00
2014-04-08;INDX;11447.00
2014-04-08;UTIL;2617.00
2014-04-09;ICON;2369.00
2014-04-09;IFNC;4476.00
2014-04-09;IMAT;1594.00
2014-04-09;IMOB;659.00
2014-04-09;INDX;11378.00
2014-04-09;UTIL;2570.00
2014-04-10;ICON;2376.00
2014-04-10;IFNC;4491.00
2014-04-10;IMAT;1585.00
2014-04-10;IMOB;657.00
2014-04-10;INDX;11420.00
2014-04-10;UTIL;2593.00
2014-04-11;ICON;2419.00
2014-04-11;IFNC;4563.00
2014-04-11;IMAT;1581.00
2014-04-11;IMOB;658.00
2014-04-11;INDX;11566.00
2014-04-11;UTIL;2598.00
2014-04-14;ICON;2412.00
2014-04-14;IFNC;4531.00
2014-04-14;IMAT;1589.00
2014-04-14;IMOB;654.00
2014-04-14;INDX;11541.00
2014-04-14;UTIL;2632.00
2014-04-15;ICON;2375.00
2014-04-15;IFNC;4468.00
2014-04-15;IMAT;1546.00
2014-04-15;IMOB;642.00
2014-04-15;INDX;11359.00
2014-04-15;UTIL;2620.00
2014-04-16;ICON;2407.00
2014-04-16;IFNC;4529.00
2014-04-16;IMAT;1561.00
2014-04-16;IMOB;652.00
2014-04-16;INDX;11525.00
2014-04-16;UTIL;2635.00
2014-04-17;ICON;2418.00
2014-04-17;IFNC;4617.00
2014-04-17;IMAT;1603.00
2014-04-17;IMOB;656.00
2014-04-17;INDX;11638.00
2014-04-17;UTIL;2684.00
2014-04-22;ICON;2428.00
2014-04-22;IFNC;4646.00
2014-04-22;IMAT;1579.00
2014-04-22;IMOB;656.00
2014-04-22;INDX;11633.00
2014-04-22;UTIL;2728.00
2014-04-23;ICON;2398.00
2014-04-23;IFNC;4618.00
2014-04-23;IMAT;1564.00
2014-04-23;IMOB;647.00
2014-04-23;INDX;11526.00
2014-04-23;UTIL;2712.00
2014-04-24;ICON;2378.00
2014-04-24;IFNC;4671.00
2014-04-24;IMAT;1555.00
2014-04-24;IMOB;655.00
2014-04-24;INDX;11411.00
2014-04-24;UTIL;2708.00
2014-04-25;ICON;2366.00
2014-04-28;ICON;2369.00
2014-04-28;IFNC;4628.00
2014-04-28;IMAT;1523.00
2014-04-28;IMOB;640.00
2014-04-28;INDX;11338.00
2014-04-28;UTIL;2673.00
2014-04-29;ICON;2386.00
2014-04-29;IFNC;4704.00
2014-04-29;IMAT;1523.00
2014-04-29;IMOB;652.00
2014-04-29;INDX;11417.00
2014-04-29;UTIL;2675.00
2014-04-30;ICON;2371.00
2014-04-30;IFNC;4690.00
2014-04-30;IMAT;1512.00
2014-04-30;IMOB;650.00
2014-04-30;INDX;11271.00
2014-04-30;UTIL;2723.00
2014-05-02;ICON;2396.00
2014-05-05;ICON;2425.00
2014-05-06;ICON;2433.00
2014-05-07;ICON;2437.00
2014-05-08;ICON;2442.00
2014-05-09;ICON;2450.00
2014-05-12;ICON;2480.00
2014-05-12;IFNC;4834.00
2014-05-12;IMAT;1591.00
2014-05-12;IMOB;666.00
2014-05-12;INDX;11689.00
2014-05-12;UTIL;2804.00
2014-05-13;ICON;2488.00
2014-05-14;ICON;2498.00
2014-05-15;ICON;2479.00
2014-05-16;ICON;2496.00
2014-05-16;IFNC;4847.00
2014-05-16;IMAT;1575.00
2014-05-16;IMOB;654.00
2014-05-16;INDX;11618.00
2014-05-16;UTIL;2808.00
2014-05-19;ICON;2471.00
2014-05-19;IFNC;4817.00
2014-05-19;IMAT;1537.00
2014-05-19;IMOB;652.00
2014-05-19;INDX;11444.00
2014-05-19;UTIL;2796.00
2014-05-20;ICON;2434.00
2014-05-20;IFNC;4747.00
2014-05-20;IMAT;1497.00
2014-05-20;IMOB;654.00
2014-05-20;INDX;11275.00
2014-05-20;UTIL;2763.00
2014-05-21;ICON;2444.00
2014-05-21;IFNC;4666.00
2014-05-21;IMAT;1501.00
2014-05-21;IMOB;653.00
2014-05-21;INDX;11306.00
2014-05-21;UTIL;2764.00
2014-05-22;ICON;2469.00
2014-05-22;IFNC;4719.00
2014-05-22;IMAT;1517.00
2014-05-22;IMOB;656.00
2014-05-22;INDX;11446.00
2014-05-22;UTIL;2805.00
2014-05-23;ICON;2462.00
2014-05-23;IFNC;4692.00
2014-05-23;IMAT;1506.00
2014-05-23;IMOB;657.00
2014-05-23;INDX;11368.00
2014-05-23;UTIL;2824.00
2014-05-26;ICON;2482.00
2014-05-26;IFNC;4696.00
2014-05-26;IMAT;1524.00
2014-05-26;IMOB;659.00
2014-05-26;INDX;11490.00
2014-05-26;UTIL;2838.00
2014-05-27;ICON;2435.00
2014-05-27;IFNC;4661.00
2014-05-27;IMAT;1518.00
2014-05-27;IMOB;648.00
2014-05-27;INDX;11319.00
2014-05-27;UTIL;2759.00
2014-05-28;ICON;2452.00
2014-05-28;IFNC;4724.00
2014-05-28;IMAT;1514.00
2014-05-28;IMOB;655.00
2014-05-28;INDX;11378.00
2014-05-28;UTIL;2783.00
2014-05-29;ICON;2442.00
2014-05-29;IFNC;4672.00
2014-05-29;IMAT;1511.00
2014-05-29;IMOB;655.00
2014-05-29;INDX;11332.00
2014-05-29;UTIL;2782.00
2014-05-30;ICON;2420.00
2014-05-30;IFNC;4585.00
2014-05-30;IMAT;1482.00
2014-05-30;IMOB;645.00
2014-05-30;INDX;11191.00
2014-05-30;UTIL;2737.00
2014-06-02;ICON;2439.00
2014-06-02;IFNC;4609.00
2014-06-02;IMAT;1509.00
2014-06-02;IMOB;640.00
2014-06-02;INDX;11359.00
2014-06-02;UTIL;2751.00
2014-06-03;ICON;2461.00
2014-06-03;IFNC;4657.00
2014-06-03;IMAT;1522.00
2014-06-03;IMOB;642.00
2014-06-03;INDX;11487.00
2014-06-03;UTIL;2785.00
2014-06-04;ICON;2467.00
2014-06-04;IFNC;4631.00
2014-06-04;IMAT;1513.00
2014-06-04;IMOB;640.00
2014-06-04;INDX;11453.00
2014-06-04;UTIL;2796.00
2014-06-05;ICON;2463.00
2014-06-05;IFNC;4623.00
2014-06-05;IMAT;1501.00
2014-06-05;IMOB;636.00
2014-06-05;INDX;11366.00
2014-06-05;UTIL;2778.00
2014-06-06;ICON;2501.00
2014-06-06;IFNC;4774.00
2014-06-06;IMAT;1529.00
2014-06-06;IMOB;646.00
2014-06-06;INDX;11518.00
2014-06-06;UTIL;2825.00
2014-06-09;ICON;2544.00
2014-06-09;IFNC;4896.00
2014-06-09;IMAT;1553.00
2014-06-09;IMOB;658.00
2014-06-09;INDX;11720.00
2014-06-09;UTIL;2885.00
2014-06-10;ICON;2558.00
2014-06-10;IFNC;4945.00
2014-06-10;IMAT;1539.00
2014-06-10;IMOB;666.00
2014-06-10;INDX;11741.00
2014-06-10;UTIL;2918.00
2014-06-11;ICON;2551.00
2014-06-11;IFNC;5021.00
2014-06-11;IMAT;1540.00
2014-06-11;IMOB;673.00
2014-06-11;INDX;11699.00
2014-06-11;UTIL;2957.00
2014-06-13;ICON;2534.00
2014-06-13;IFNC;5033.00
2014-06-13;IMAT;1510.00
2014-06-13;IMOB;673.00
2014-06-13;INDX;11574.00
2014-06-13;UTIL;2936.00
2014-06-16;ICON;2539.00
2014-06-16;IFNC;5037.00
2014-06-16;IMAT;1498.00
2014-06-16;IMOB;665.00
2014-06-16;INDX;11520.00
2014-06-16;UTIL;2937.00
2014-06-17;ICON;2538.00
2014-06-17;IFNC;4972.00
2014-06-17;IMAT;1506.00
2014-06-17;IMOB;666.00
2014-06-17;INDX;11527.00
2014-06-17;UTIL;2948.00
2014-06-18;ICON;2557.00
2014-06-18;IFNC;5034.00
2014-06-18;IMAT;1537.00
2014-06-18;IMOB;673.00
2014-06-18;INDX;11698.00
2014-06-18;UTIL;3042.00
2014-06-20;ICON;2538.00
2014-06-20;IFNC;4979.00
2014-06-20;IMAT;1533.00
2014-06-20;IMOB;671.00
2014-06-20;INDX;11622.00
2014-06-20;UTIL;2984.00
2014-06-23;ICON;2511.00
2014-06-23;IFNC;4947.00
2014-06-23;IMAT;1537.00
2014-06-23;IMOB;667.00
2014-06-23;INDX;11512.00
2014-06-23;UTIL;2953.00
2014-06-24;ICON;2536.00
2014-06-24;IFNC;5002.00
2014-06-24;IMAT;1534.00
2014-06-24;IMOB;668.00
2014-06-24;INDX;11570.00
2014-06-24;UTIL;2979.00
2014-06-25;ICON;2522.00
2014-06-25;IFNC;4883.00
2014-06-25;IMAT;1510.00
2014-06-25;IMOB;665.00
2014-06-25;INDX;11463.00
2014-06-25;UTIL;2971.00
2014-06-26;ICON;2516.00
2014-06-26;IFNC;4881.00
2014-06-26;IMAT;1509.00
2014-06-26;IMOB;666.00
2014-06-26;INDX;11427.00
2014-06-26;UTIL;2961.00
2014-06-27;ICON;2519.00
2014-06-27;IFNC;4854.00
2014-06-27;IMAT;1479.00
2014-06-27;IMOB;661.00
2014-06-27;INDX;11376.00
2014-06-27;UTIL;2948.00
2014-06-30;ICON;2529.00
2014-06-30;IFNC;4831.00
2014-06-30;IMAT;1481.00
2014-06-30;IMOB;660.00
2014-06-30;INDX;11446.00
2014-06-30;UTIL;2940.00
2014-07-01;ICON;2526.00
2014-07-01;IFNC;4852.00
2014-07-01;IMAT;1483.00
2014-07-01;IMOB;660.00
2014-07-01;INDX;11466.00
2014-07-01;UTIL;2919.00
2014-07-02;ICON;2520.00
2014-07-02;IFNC;4778.00
2014-07-02;IMAT;1521.00
2014-07-02;IMOB;653.00
2014-07-02;INDX;11527.00
2014-07-02;UTIL;2903.00
2014-07-03;ICON;2562.00
2014-07-03;IFNC;4839.00
2014-07-03;IMAT;1562.00
2014-07-03;IMOB;653.00
2014-07-03;INDX;11749.00
2014-07-03;UTIL;2940.00
2014-07-04;ICON;2577.00
2014-07-04;IFNC;4835.00
2014-07-04;IMAT;1568.00
2014-07-04;IMOB;656.00
2014-07-04;INDX;11797.00
2014-07-04;UTIL;2975.00
2014-07-07;ICON;2555.00
2014-07-07;IFNC;4841.00
2014-07-07;IMAT;1578.00
2014-07-07;IMOB;653.00
2014-07-07;INDX;11734.00
2014-07-07;UTIL;2984.00
2014-07-08;ICON;2549.00
2014-07-08;IFNC;4822.00
2014-07-08;IMAT;1573.00
2014-07-08;IMOB;650.00
2014-07-08;INDX;11673.00
2014-07-08;UTIL;2982.00
2014-07-10;ICON;2558.00
2014-07-10;IFNC;4958.00
2014-07-10;IMAT;1569.00
2014-07-10;IMOB;652.00
2014-07-10;INDX;11669.00
2014-07-10;UTIL;3043.00
2014-07-11;ICON;2571.00
2014-07-11;IFNC;4971.00
2014-07-11;IMAT;1573.00
2014-07-11;IMOB;657.00
2014-07-11;INDX;11729.00
2014-07-11;UTIL;3050.00
2014-07-14;ICON;2575.00
2014-07-14;IFNC;5065.00
2014-07-14;IMAT;1592.00
2014-07-14;IMOB;668.00
2014-07-14;INDX;11826.00
2014-07-14;UTIL;3090.00
2014-07-15;ICON;2577.00
2014-07-15;IFNC;5074.00
2014-07-15;IMAT;1609.00
2014-07-15;IMOB;667.00
2014-07-15;INDX;11840.00
2014-07-15;UTIL;3097.00
2014-07-16;ICON;2586.00
2014-07-16;IFNC;4980.00
2014-07-16;IMAT;1607.00
2014-07-16;IMOB;660.00
2014-07-16;INDX;11855.00
2014-07-16;UTIL;3067.00
2014-07-17;ICON;2584.00
2014-07-17;IFNC;4970.00
2014-07-17;IMAT;1573.00
2014-07-17;IMOB;663.00
2014-07-17;INDX;11857.00
2014-07-17;UTIL;3066.00
2014-07-18;ICON;2621.00
